"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","InformationSheet","consent","ideology","left_right","party","national_pride_1","national_pride_2","ac1","ft_trump","ft_biden","ft_anti_vaxxers","ft_climate_activists","ft_undoc_im","ft_doc_im","ft_unions","randomisation","transitionVignettes","TransitionControl","V1demxval","V2demxsec","V3repxval","V4repxsec","Control","integrvalues","geneq","sexconsent","integrlanguage","placebo_corporate_tax","ac2","pride_western_values","muslim1","muslim2","latino1","latino2","diversity","perceived_value_clash","mc1_party","mc1_party_other","mc2_latinos","mc2_muslims","mc2_western_europeans","mc2_africans","mc2_eastern_europeans","mc2_me_na","mc2_mexicans","mc2_americans","mc2_woman","mc2_asians","mc2_whites","mc2_blacks","mc2_men","mc2_other","mc3_threat","mc3_other","parents_born","residence","residence_other","education","education_other","employment_status","employment_status_other","household_income","race","race_other","gender","gender_other","debriefing","end","interviewtime","groupTime192","ProlificPIDTime","ProlificSessionIDTime","ProlificStudyIDTime","groupTime191","InformationSheetTime","consentTime","groupTime193","Q1Time","Q2Time","Q3Time","Q5Time","groupTime194","Q6Time","groupTime203","gleichungTime","groupTime202","transitionVignettesTime","TransitionControlTime","groupTime196","V1demxvalTime","V2demxsecTime","V3repxvalTime","V4repxsecTime","ControlTime","groupTime197","Q7Time","Q8Time","groupTime198","Q11Time","Q12Time","Q13Time","groupTime199","MC1Time","MC2Time","MC3Time","groupTime195","QD1Time","QD2Time","QD3Time","QD4Time","QD5Time","QD6Time","QD7Time","groupTime200","debriefingTime","endTime","prolific_submission_id","prolific_review_status","Custom study tncs accepted at","prolific_start","prolific_end","prolific_review_date","prolific_archived_date","duration","prolific_completion_code","prolific_total_approvals","prolific_political_spectrum","age","prolific_sex","ethnicity","country_of_birth","country_of_residence","nationality","language","student_status","prolific_employment_status","immigration","imm_pro_con","immigration_dichot","treatment","integration","genderpolicies","latino1_reversed","latino","muslim","left_right_collapsed","left_right_five","gender_extended","gender_collapsed","party_collapsed","party_collapsed_num","born_us","continent_of_birth","imm_background","race_collapsed","race_labelled","race_collapsed_label","merged_race","cohort_labelled","cohort_num","residence_collapsed","residence_collapsed_label","education_label","unemployed","household_income_label"
250,2024-07-01 16:00:24,12,"en",1749151688,2024-07-01 15:54:39,2024-07-01 16:00:24,NA,"consent given",7,0,2,2,5,1,0,42,0,82,73,75,92,2,NA,NA,NA,NA,NA,NA,NA,1,10,10,0,3,1,4,5,1,1,5,1,0,"Democratic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,"2",NA,0,"3",NA,3,NA,"1",NA,1,"1",NA,"Women",NA,NA,NA,350.77,NA,NA,NA,NA,17.84,NA,NA,20.42,NA,NA,NA,NA,69.67,NA,NA,NA,4.4,NA,NA,19.45,NA,NA,NA,NA,NA,56.42,NA,NA,NA,NA,NA,NA,95.18,NA,NA,NA,55.57,NA,NA,NA,NA,NA,NA,NA,11.82,NA,NA,"6682b50f564bb47f1d76c05e","AWAITING REVIEW","Not Applicable",2024-07-01 13:54:33.698,2024-07-01 14:00:40.142,NA,2024-07-01 14:02:42.957838,367,"CBDIKNY0",47,"Liberal","23","Female","White","United States","United States","United States","English","Yes","Full-Time",74,0,1,"t4",0.5,10,5,5,3,"Left-leaning","strong_left","Female","Other","Democratic",1,1,"North America (US)",0,1,"White","White","White","7 - 2000+",1,0,"Other","Some College",0,"Under $40,000 per year"
251,2024-07-01 15:58:27,12,"en",185714251,2024-07-01 15:54:49,2024-07-01 15:58:27,NA,"consent given",6,17,1,2,4,1,0,25,0,95,50,95,97,1,NA,NA,NA,NA,NA,NA,NA,8,8,8,3,0,1,4,4,4,1,4,6,2,"Democratic",NA,"Y","Y",NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,"1",NA,0,"4",NA,5,NA,"1",NA,5,"1",NA,"Men",NA,NA,NA,221.41,NA,NA,NA,NA,6.79,NA,NA,20.72,NA,NA,NA,NA,31.13,NA,NA,NA,2.97,NA,NA,25.42,NA,NA,NA,NA,NA,26.2,NA,NA,NA,NA,NA,NA,74.66,NA,NA,NA,23.18,NA,NA,NA,NA,NA,NA,NA,10.34,NA,NA,"6682b51536515d0ac4202ca1","AWAITING REVIEW","Not Applicable",2024-07-01 13:54:46.719,2024-07-01 13:58:30.398,NA,2024-07-01 13:58:30.99497,224,"CBDIKNY0",4313,"Liberal","54","Male","White","United States","United States","United States","English","No","Full-Time",72.5,0,1,"t3",5.5,8,5,4.5,4,"Left-leaning","strong_left","Male","Male","Democratic",1,1,"North America (US)",0,1,"White","White","White","4 - 70s",4,1,"Larger city or suburb to a larger city ","4-Year College Degree",0,"Above $200,000 per year"
252,2024-07-01 16:06:29,12,"en",317352538,2024-07-01 15:54:55,2024-07-01 16:06:28,NA,"consent given",6,11,2,5,2,1,14,90,73,62,17,71,83,3,NA,NA,NA,NA,NA,NA,NA,10,9,10,8,9,1,4,1,2,2,2,3,6,"No party stated",NA,"Y","Y",NA,NA,NA,NA,NA,NA,"Y",NA,NA,"Y",NA,NA,"1",NA,0,"2",NA,6,NA,"1",NA,2,"2",NA,"Men",NA,NA,NA,697.89,NA,NA,NA,NA,30.07,NA,NA,92.19,NA,NA,NA,NA,36.27,NA,NA,NA,39.34,NA,NA,32.59,NA,NA,NA,NA,NA,66.64,NA,NA,NA,NA,NA,NA,165.84,NA,NA,NA,226.95,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,"6682b4eb04af48acce6f2cf0","AWAITING REVIEW","Not Applicable",2024-07-01 13:54:28.653,2024-07-01 14:06:47.222,NA,2024-07-01 14:08:16.903819,739,"CBDIKNY0",107,"Liberal","54","Male","White","United States","United States","United States","English","DATA_EXPIRED","Full-Time",44,2,0,"t1",9,9.5,4,3,1.5,"Left-leaning","strong_left","Male","Male","Democratic",1,1,"North America (US)",0,0,"Black","Non-white","Black","4 - 70s",4,0,"Other","Post Graduate (e.g., masters, PhD, JD)",0,"Between $40,000 and $79,999 per year"
253,2024-07-01 16:00:37,12,"en",977728408,2024-07-01 15:54:56,2024-07-01 16:00:37,NA,"consent given",6,12,2,2,4,1,1,63,5,99,43,63,60,4,NA,NA,NA,NA,NA,NA,NA,9,10,10,6,1,1,2,4,2,3,4,6,4,"Republican",NA,"Y",NA,NA,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,0,"2",NA,5,NA,NA,NA,3,"1",NA,"Women",NA,NA,NA,346.81,NA,NA,NA,NA,45.73,NA,NA,67.27,NA,NA,NA,NA,18.88,NA,NA,NA,3.72,NA,NA,12.66,NA,NA,NA,NA,NA,25.01,NA,NA,NA,NA,NA,NA,149.12,NA,NA,NA,18.58,NA,NA,NA,NA,NA,NA,NA,5.84,NA,NA,"6682b520374cf27f0f220428","AWAITING REVIEW","Not Applicable",2024-07-01 13:54:52.825,2024-07-01 14:00:42.049,NA,2024-07-01 14:02:43.591477,350,"CBDIKNY0",4082,"Liberal","38","Female","White","United States","United States","United States","English","No","Full-Time",53,0,1,"t2",7.5,10,3,3.5,3,"Left-leaning","strong_left","Female","Other","Democratic",1,1,"North America (US)",0,1,"White","White","White","5 - 80s",3,0,"Other","4-Year College Degree",NA,"Between $80,000 and $119,999 per year"
254,2024-07-01 15:58:47,12,"en",1068070667,2024-07-01 15:54:56,2024-07-01 15:58:47,NA,"consent given",2,84,6,5,3,1,86,5,5,26,9,84,40,2,NA,NA,NA,NA,NA,NA,NA,3,7,6,10,7,1,4,3,3,4,2,5,6,"Democratic",NA,"Y",NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"2",NA,0,"4",NA,5,NA,"1",NA,3,"1",NA,"Women",NA,NA,NA,234.7,NA,NA,NA,NA,14.8,NA,NA,24.88,NA,NA,NA,NA,29.09,NA,NA,NA,4.14,NA,NA,16.9,NA,NA,NA,NA,NA,37.4,NA,NA,NA,NA,NA,NA,67.65,NA,NA,NA,31.4,NA,NA,NA,NA,NA,NA,NA,8.44,NA,NA,"6682b5209e7b91b3b2f96648","AWAITING REVIEW","Not Applicable",2024-07-01 13:54:52.688,2024-07-01 13:58:52.692,NA,2024-07-01 13:58:53.34426,241,"CBDIKNY0",5682,"Conservative","51","Female","White","United States","United States","United States","English","No","Full-Time",46.5,2,0,"t4",6.5,6.5,2,2,3,"Right-leaning","strong_right","Female","Other","Republican",3,1,"North America (US)",0,1,"White","White","White","4 - 70s",4,1,"Larger city or suburb to a larger city ","4-Year College Degree",0,"Between $80,000 and $119,999 per year"
255,2024-07-01 15:58:43,12,"en",722793406,2024-07-01 15:55:02,2024-07-01 15:58:42,NA,"consent given",6,16,2,4,3,1,0,69,7,80,56,69,63,2,NA,NA,NA,NA,NA,NA,NA,0,9,8,7,1,1,4,4,3,2,4,7,1,"Democratic",NA,"Y",NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,"Y",NA,"2",NA,0,"2",NA,5,NA,"1",NA,2,"1",NA,"Women",NA,NA,NA,222.63,NA,NA,NA,NA,36.33,NA,NA,42.63,NA,NA,NA,NA,26.44,NA,NA,NA,2.93,NA,NA,13.4,NA,NA,NA,NA,NA,26.04,NA,NA,31.98,NA,NA,NA,20.69,NA,NA,NA,16.19,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,"6682b5041c0549df90e8af97","AWAITING REVIEW","Not Applicable",2024-07-01 13:54:37.413,2024-07-01 13:59:07.307,NA,2024-07-01 13:59:08.021302,270,"CBDIKNY0",5501,"Liberal","38","Female","White","United States","United States","United States","English","No","Part-Time",62.5,0,1,"t4",3.5,8.5,4,4,3.5,"Left-leaning","strong_left","Female","Other","Democratic",1,1,"North America (US)",0,1,"White","White","White","5 - 80s",3,0,"Other","4-Year College Degree",0,"Between $40,000 and $79,999 per year"
256,2024-07-01 16:12:18,12,"en",1363047762,2024-07-01 15:55:08,2024-07-01 16:12:18,NA,"consent given",2,68,6,5,1,1,61,2,59,70,0,73,1,3,NA,NA,NA,NA,NA,NA,NA,10,8,4,10,0,1,1,2,4,2,4,3,3,"Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,0,"3",NA,2,NA,"1",NA,1,"1",NA,"Men",NA,NA,NA,1034.55,NA,NA,NA,NA,11.03,NA,NA,41.76,NA,NA,NA,NA,49.18,NA,NA,NA,40.91,NA,NA,134.78,NA,NA,NA,NA,NA,181.56,NA,NA,335.08,NA,NA,NA,89.33,NA,NA,NA,124.65,NA,NA,NA,NA,NA,NA,NA,26.27,NA,NA,"6682b53097db239f9d6459c5","AWAITING REVIEW","Not Applicable",2024-07-01 13:55:04.427,2024-07-01 14:12:22.371,NA,2024-07-01 14:12:23.338557,1038,"CBDIKNY0",2712,"Conservative","36","Male","White","United States","United States","United States","English","No","Full-Time",36.5,2,0,"t1",10,6,4,4,3,"Right-leaning","slight_right","Male","Male","Republican",3,1,"North America (US)",0,1,"White","White","White","5 - 80s",3,0,"Other","High School Graduate",0,"Under $40,000 per year"
257,2024-07-01 16:05:30,12,"en",302830727,2024-07-01 15:55:12,2024-07-01 16:05:30,NA,"consent given",6,14,2,4,1,1,4,98,34,41,19,72,86,3,NA,NA,NA,NA,NA,NA,NA,8,7,9,7,8,1,5,2,2,2,4,1,6,"No party stated",NA,"Y","Y",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,"1",NA,1,"3",NA,6,NA,"1",NA,4,"2",NA,"Men",NA,NA,NA,621.83,NA,NA,NA,NA,27.27,NA,NA,38.04,NA,NA,NA,NA,107.77,NA,NA,NA,13.01,NA,NA,38.42,NA,NA,NA,NA,NA,84.09,NA,NA,36.11,NA,NA,NA,208.45,NA,NA,NA,60.85,NA,NA,NA,NA,NA,NA,NA,7.82,NA,NA,"6682b4f53a62b9b1519eb890","AWAITING REVIEW","Not Applicable",2024-07-01 13:55:01.355,2024-07-01 14:05:43.461,NA,2024-07-01 14:07:59.462097,643,"CBDIKNY0",110,"Liberal","52","Male","Black","DATA_EXPIRED","United States","United States","English","DATA_EXPIRED","Full-Time",45.5,2,0,"t1",7.5,8,4,4,2,"Left-leaning","strong_left","Male","Male","Democratic",1,0,"Unknown",1,0,"Black","Non-white","Black","4 - 70s",4,0,"Other","Post Graduate (e.g., masters, PhD, JD)",0,"Between $120,000 and $199,999 per year"
258,2024-07-01 16:01:17,12,"en",1631268456,2024-07-01 15:55:22,2024-07-01 16:01:17,NA,"consent given",2,71,5,5,1,1,92,0,95,0,0,100,34,2,NA,NA,NA,NA,NA,NA,NA,8,8,7,9,9,1,5,2,4,2,4,8,6,"Democratic",NA,NA,"Y",NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"2",NA,2,"4",NA,5,NA,"1",NA,3,"1",NA,"Men",NA,NA,NA,358.82,NA,NA,NA,NA,9.45,NA,NA,84.39,NA,NA,NA,NA,12.94,NA,NA,NA,4.05,NA,NA,27.07,NA,NA,NA,NA,NA,35.42,NA,NA,48.32,NA,NA,NA,105.95,NA,NA,NA,25.29,NA,NA,NA,NA,NA,NA,NA,5.94,NA,NA,"6682b541d49516ce2751ccad","AWAITING REVIEW","Not Applicable",2024-07-01 13:55:18.858,2024-07-01 14:01:19.935,NA,2024-07-01 14:02:56.311375,362,"CBDIKNY0",379,"Conservative","46","Male","White","Ukraine","United States","United States","English","No","Full-Time",50,1,NA,"t4",8.5,7.5,4,4,3,"Right-leaning","slight_right","Male","Male","Republican",3,0,"Europe",1,1,"White","White","White","4 - 70s",4,1,"Larger city or suburb to a larger city ","4-Year College Degree",0,"Between $80,000 and $119,999 per year"
259,2024-07-01 15:59:25,12,"en",914462183,2024-07-01 15:55:27,2024-07-01 15:59:25,NA,"consent given",2,87,6,5,1,1,61,1,50,35,38,62,59,3,NA,NA,NA,NA,NA,NA,NA,5,5,4,8,5,1,5,3,2,4,3,6,4,"Republican",NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,0,"2",NA,3,NA,"1",NA,2,"1",NA,"Women",NA,NA,NA,242.15,NA,NA,NA,NA,9.71,NA,NA,20.85,NA,NA,NA,NA,35.26,NA,NA,NA,3.61,NA,NA,31.06,NA,NA,NA,NA,NA,32.26,NA,NA,NA,NA,NA,NA,68.89,NA,NA,NA,30.37,NA,NA,NA,NA,NA,NA,NA,10.14,NA,NA,"6682b5458797894c4b9201ce","AWAITING REVIEW","Not Applicable",2024-07-01 13:55:24.445,2024-07-01 13:59:46.293,NA,2024-07-01 13:59:50.091502,262,"CBDIKNY0",6162,"Conservative","57","Female","White","United States","United States","United States","English","No","Part-Time",50,1,NA,"t1",6.5,4.5,2,2.5,2.5,"Right-leaning","strong_right","Female","Other","Republican",3,1,"North America (US)",0,1,"White","White","White","3 - 60s",5,0,"Other","Some College",0,"Between $40,000 and $79,999 per year"
260,2024-07-01 16:03:39,12,"en",862656229,2024-07-01 15:55:31,2024-07-01 16:03:39,NA,"consent given",6,17,2,3,4,1,0,80,0,61,57,79,59,3,NA,NA,NA,NA,NA,NA,NA,0,10,8,3,2,1,3,4,1,3,4,6,1,"Republican",NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"1",NA,0,"2",NA,5,NA,"1",NA,3,"1",NA,"Women",NA,NA,NA,493.58,NA,NA,NA,NA,10.49,NA,NA,78.72,NA,NA,NA,NA,174.02,NA,NA,NA,43.77,NA,NA,31.89,NA,NA,NA,NA,NA,25.23,NA,NA,NA,NA,NA,NA,104.59,NA,NA,NA,19.96,NA,NA,NA,NA,NA,NA,NA,4.91,NA,NA,"6682b3c4f4182cad72f965f8","AWAITING REVIEW","Not Applicable",2024-07-01 13:55:28.568,2024-07-01 14:03:43.275,NA,2024-07-01 14:03:44.031561,495,"CBDIKNY0",7350,"Liberal","39","Female","White","United States","United States","United States","English","No","Part-Time",68,0,1,"t1",1.5,9,3,3.5,2.5,"Left-leaning","strong_left","Female","Other","Democratic",1,1,"North America (US)",0,1,"White","White","White","5 - 80s",3,0,"Other","4-Year College Degree",0,"Between $80,000 and $119,999 per year"
261,2024-07-01 16:00:05,12,"en",434112123,2024-07-01 15:55:34,2024-07-01 16:00:05,NA,"consent given",6,8,2,2,5,1,0,55,0,76,66,88,71,1,NA,NA,NA,NA,NA,NA,NA,1,8,8,5,1,1,2,3,3,1,4,6,3,"Democratic",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,"1",NA,0,"4",NA,5,NA,"1",NA,3,"1",NA,"Women",NA,NA,NA,275.13,NA,NA,NA,NA,8.15,NA,NA,41.19,NA,NA,NA,NA,28.7,NA,NA,NA,5.39,NA,NA,32.71,NA,NA,NA,NA,NA,44.11,NA,NA,17.56,NA,NA,NA,72.4,NA,NA,NA,18.25,NA,NA,NA,NA,NA,NA,NA,6.67,NA,NA,"6682b54e529138dc97e5129d","AWAITING REVIEW","Not Applicable",2024-07-01 13:55:31.751,2024-07-01 14:00:07.01,NA,2024-07-01 14:00:19.373312,276,"CBDIKNY0",58,"Liberal","28","Female","White","United States","United States","United States","English","No","Full-Time",77,0,1,"t3",3,8,5,4.5,3,"Left-leaning","strong_left","Female","Other","Democratic",1,1,"North America (US)",0,1,"White","White","White","6 - 90s",2,1,"Larger city or suburb to a larger city ","4-Year College Degree",0,"Between $80,000 and $119,999 per year"
262,2024-07-01 16:03:43,12,"en",2073190152,2024-07-01 15:55:36,2024-07-01 16:03:43,NA,"consent given",2,90,6,5,1,1,89,29,39,59,19,84,60,4,NA,NA,NA,NA,NA,NA,NA,8,9,8,6,7,1,5,2,4,4,4,8,9,"Republican",NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,1,"5",NA,5,NA,"1",NA,1,"5",NA,"Women",NA,NA,NA,492.33,NA,NA,NA,NA,20.1,NA,NA,46.9,NA,NA,NA,NA,32.52,NA,NA,NA,5.88,NA,NA,41.48,NA,NA,NA,NA,NA,78.19,NA,NA,125.49,NA,NA,NA,58.23,NA,NA,NA,71.71,NA,NA,NA,NA,NA,NA,NA,11.83,NA,NA,"6682b543572353c5e4e4eb86","AWAITING REVIEW","Not Applicable",2024-07-01 13:55:24.592,2024-07-01 14:03:49.773,NA,2024-07-01 14:03:50.456758,506,"CBDIKNY0",42,"Conservative","20","Female","Mixed","Ghana","United States","United States","English","No","DATA_EXPIRED",51.5,0,1,"t2",7,8.5,2,3,3,"Right-leaning","strong_right","Female","Other","Republican",3,0,"Africa",1,0,"Mixed","Non-white","Mixed","7 - 2000+",1,1,"Larger city or suburb to a larger city ","4-Year College Degree",0,"Under $40,000 per year"
263,2024-07-01 16:00:44,12,"en",647097655,2024-07-01 15:55:39,2024-07-01 16:00:44,NA,"consent given",1,100,7,5,1,1,100,0,0,47,0,48,47,3,NA,NA,NA,NA,NA,NA,NA,10,0,5,10,6,1,3,2,1,4,2,7,10,"No party stated",NA,NA,"Y",NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"1",NA,0,"5",NA,NA,NA,"1",NA,1,"1",NA,"Women",NA,NA,NA,310.04,NA,NA,NA,NA,22.42,NA,NA,29.59,NA,NA,NA,NA,26.69,NA,NA,NA,4.67,NA,NA,29.27,NA,NA,NA,NA,NA,44.41,NA,NA,NA,NA,NA,NA,111.31,NA,NA,NA,31.89,NA,NA,NA,NA,NA,NA,NA,9.79,NA,NA,"6682b490025f8d72effba5f8","AWAITING REVIEW","Not Applicable",2024-07-01 13:55:36.308,2024-07-01 14:00:50.017,NA,2024-07-01 14:02:48.488554,314,"CBDIKNY0",3030,"Conservative","63","Female","White","United States","United States","United States","English","DATA_EXPIRED","Part-Time",24,2,0,"t1",10,2.5,2,2,1.5,"Right-leaning","strong_right","Female","Other","Republican",3,1,"North America (US)",0,1,"White","White","White","3 - 60s",5,1,"Larger city or suburb to a larger city ",NA,0,"Under $40,000 per year"
264,2024-07-01 15:58:45,12,"en",33389863,2024-07-01 15:55:40,2024-07-01 15:58:45,NA,"consent given",5,28,4,2,4,1,21,39,18,70,62,76,67,3,NA,NA,NA,NA,NA,NA,NA,6,10,10,3,0,1,4,3,2,2,3,6,6,"No party stated",NA,"Y","Y",NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,"1",NA,0,"2",NA,3,NA,"1",NA,1,"1",NA,"Women",NA,NA,NA,188.31,NA,NA,NA,NA,4.98,NA,NA,16.79,NA,NA,NA,NA,20.97,NA,NA,NA,2.89,NA,NA,16.86,NA,NA,NA,NA,NA,29.99,NA,NA,NA,NA,NA,NA,70.06,NA,NA,NA,19.21,NA,NA,NA,NA,NA,NA,NA,6.56,NA,NA,"6682b5536f4d2f7aea63d767","RETURNED","Not Applicable",2024-07-01 13:55:37.085,NA,NA,2024-07-11 15:01:03.427063,NA,NA,104,"CONSENT_REVOKED",NA,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED",69,0,1,"t1",4.5,10,4,3.5,2.5,"Left-leaning","slight_left","Female","Other","Independent",2,0,"Unknown",0,1,"White","White","White",NA,NA,0,"Other","Some College",0,"Under $40,000 per year"
265,2024-07-01 16:01:23,12,"en",1979570550,2024-07-01 15:56:02,2024-07-01 16:01:23,NA,"consent given",2,75,5,5,1,1,60,20,50,15,25,75,20,2,NA,NA,NA,NA,NA,NA,NA,8,5,5,9,5,1,5,3,4,4,1,7,7,"Democratic",NA,"Y","Y",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,"Y",NA,"2",NA,0,"1",NA,4,NA,"0",NA,2,"1",NA,"Men",NA,NA,NA,325.13,NA,NA,NA,NA,16.24,NA,NA,34.76,NA,NA,NA,NA,62.69,NA,NA,NA,12.27,NA,NA,24.23,NA,NA,NA,NA,NA,38.23,NA,NA,54.56,NA,NA,NA,47.25,NA,NA,NA,21.77,NA,NA,NA,NA,NA,NA,NA,13.13,NA,NA,"6682b561aed960d3f68274f9","AWAITING REVIEW","Not Applicable",2024-07-01 13:56:00.108,2024-07-01 14:01:29.008,NA,2024-07-01 14:02:57.605883,329,"CBDIKNY0",97,"Conservative","54","Male","White","United States","United States","United States","English","No","Unemployed (and job seeking)",50,1,NA,"t4",8.5,5,2,1.5,3.5,"Right-leaning","slight_right","Male","Male","Republican",3,1,"North America (US)",0,1,"White","White","White","4 - 70s",4,0,"Other","2-Year College Degree",1,"Between $40,000 and $79,999 per year"
266,2024-07-01 16:02:50,12,"en",925537690,2024-07-01 15:56:03,2024-07-01 16:02:50,NA,"consent given",2,78,NA,5,1,1,40,69,43,65,41,71,59,2,NA,NA,NA,NA,NA,NA,NA,9,9,9,9,9,1,4,4,4,4,4,6,6,"Republican",NA,"Y","Y",NA,"Y",NA,NA,NA,"Y",NA,NA,"Y",NA,NA,NA,"2",NA,2,"3",NA,6,NA,"1",NA,2,"2",NA,"Men",NA,NA,NA,410.8,NA,NA,NA,NA,47.94,NA,NA,46.41,NA,NA,NA,NA,28.02,NA,NA,NA,9.97,NA,NA,39.74,NA,NA,NA,NA,NA,70.8,NA,NA,NA,NA,NA,NA,115.83,NA,NA,NA,41.23,NA,NA,NA,NA,NA,NA,NA,10.86,NA,NA,"6682b567d5b704f989657bf0","AWAITING REVIEW","Not Applicable",2024-07-01 13:55:56.891,2024-07-01 14:03:01.535,NA,2024-07-01 14:03:04.644546,425,"CBDIKNY0",57,"Liberal","26","Male","Black","United States","United States","United States","English","No","Full-Time",56,0,1,"t4",9,9,2,3,4,"Right-leaning","slight_right","Male","Male",NA,NA,1,"North America (US)",1,0,"Black","Non-white","Black","6 - 90s",2,0,"Other","Post Graduate (e.g., masters, PhD, JD)",0,"Between $40,000 and $79,999 per year"
267,2024-07-01 15:59:15,12,"en",439739040,2024-07-01 15:56:19,2024-07-01 15:59:15,NA,"consent given",5,45,3,3,2,1,27,29,17,46,50,67,51,4,NA,NA,NA,NA,NA,NA,NA,6,6,5,3,5,1,4,2,1,2,2,6,6,"Democratic",NA,"Y","Y",NA,"Y","Y","Y","Y",NA,NA,"Y",NA,NA,"Y",NA,"2",NA,2,"3",NA,5,NA,"1",NA,2,"3",NA,"Men",NA,NA,NA,178.45,NA,NA,NA,NA,6.11,NA,NA,18.48,NA,NA,NA,NA,25.15,NA,NA,NA,2.09,NA,NA,11.05,NA,NA,NA,NA,NA,23.66,NA,NA,NA,NA,NA,NA,63.08,NA,NA,NA,24.47,NA,NA,NA,NA,NA,NA,NA,4.36,NA,NA,"6682b57b974c7953aab80b13","AWAITING REVIEW","Not Applicable",2024-07-01 13:56:17.209,2024-07-01 13:59:17.56,NA,2024-07-01 13:59:18.637258,181,"CBDIKNY0",409,"Liberal","28","Male","Mixed","Peru","United States","United States","English","No","Full-Time",58.5,0,1,"t2",4.5,5.5,4,3,1.5,"Centrist","middle","Male","Male","Democratic",1,0,"South America",1,0,"Hispanic / Latino","Non-white","Hispanic / Latino","6 - 90s",2,0,"Other","4-Year College Degree",0,"Between $40,000 and $79,999 per year"
268,2024-07-01 16:05:44,12,"en",1016393240,2024-07-01 15:56:20,2024-07-01 16:05:44,NA,"consent given",2,50,6,4,1,1,76,6,16,70,21,88,64,2,NA,NA,NA,NA,NA,NA,NA,6,8,7,8,5,1,4,3,4,3,3,7,7,"Democratic",NA,NA,NA,NA,"Y",NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,"1",NA,0,"3",NA,5,NA,"1",NA,3,"1",NA,"Men",NA,NA,NA,534.53,NA,NA,NA,NA,30.89,NA,NA,27.33,NA,NA,NA,NA,19.36,NA,NA,NA,3.43,NA,NA,14.74,NA,NA,NA,NA,NA,14.5,NA,NA,207.92,NA,NA,NA,109.64,NA,NA,NA,103.33,NA,NA,NA,NA,NA,NA,NA,3.39,NA,NA,"6682b54af6a5ce597cc05d2e","AWAITING REVIEW","Not Applicable",2024-07-01 13:55:41.409,2024-07-01 14:05:55.264,NA,2024-07-01 14:08:02.084099,614,"CBDIKNY0",100,"Conservative","32","Male","White","United States","United States","United States","English","No","Full-Time",54.5,0,1,"t4",7,7.5,3,3,3.5,"Centrist","middle","Male","Male","Republican",3,1,"North America (US)",0,1,"White","White","White","6 - 90s",2,0,"Other","4-Year College Degree",0,"Between $80,000 and $119,999 per year"
269,2024-07-01 16:03:41,12,"en",1574851125,2024-07-01 15:56:40,2024-07-01 16:03:41,NA,"consent given",7,20,1,3,4,1,0,30,0,79,82,84,90,5,NA,NA,NA,NA,NA,NA,NA,6,10,10,6,0,1,4,5,2,1,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"3",NA,5,NA,"1",NA,2,"1",NA,"Men",NA,NA,NA,423.33,NA,NA,NA,NA,4.6,NA,NA,13.54,NA,NA,NA,NA,13.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.48,NA,NA,NA,NA,NA,NA,253.92,NA,NA,NA,16.2,NA,NA,NA,NA,NA,NA,NA,2.17,NA,NA,"6682b592b1dee2a0c9fd80f7","AWAITING REVIEW","Not Applicable",2024-07-01 13:56:37.634,2024-07-01 14:03:43.09,NA,2024-07-01 14:03:43.694459,426,"CBDIKNY0",2771,"Liberal","29","Male","White","United States","United States","United States","English","No","Full-Time",83,0,1,"control",6,10,5,5,3.5,"Left-leaning","slight_left","Male","Male","Democratic",1,1,"North America (US)",0,1,"White","White","White","6 - 90s",2,0,"Other","4-Year College Degree",0,"Between $40,000 and $79,999 per year"
